ts	Sample#	A	B	dx	F
254479820.00000	1263.00000	36.40538	23.20337	17.88917	-1.49262
254479847.00000	1264.00000	36.40041	23.20089	17.87669	-1.36290
254479867.00000	1265.00000	36.40538	23.19841	17.89070	-1.38884
254479884.00000	1266.00000	36.40786	23.20585	17.89252	-1.38732
254479902.00000	1267.00000	36.40538	23.22322	17.90014	-1.44531
254479919.00000	1268.00000	36.40290	23.20337	17.90318	-1.44531
254479946.00000	1269.00000	36.39049	23.19841	17.89100	-1.39647
254479975.00000	1270.00000	36.39545	23.19841	17.89922	-1.46363
254480003.00000	1271.00000	36.39297	23.20833	17.90014	-1.55978
254480021.00000	1272.00000	36.39297	23.18849	17.90957	-1.56130
254480039.00000	1273.00000	36.39545	23.21578	17.91719	-1.54909
254480056.00000	1274.00000	36.39049	23.20089	17.92023	-1.54909
254480073.00000	1275.00000	36.38801	23.18352	17.91445	-1.50483
254480100.00000	1276.00000	36.37312	23.17856	17.91932	-1.56741
254480128.00000	1277.00000	36.36568	23.16119	17.90592	-1.65898
254480156.00000	1278.00000	36.35079	23.15375	17.91414	-1.64677
254480174.00000	1279.00000	36.34831	23.15127	17.92236	-1.73224
254480193.00000	1280.00000	36.35079	23.14631	17.92480	-1.79023
254480212.00000	1281.00000	36.35079	23.16367	17.92815	-1.79939
254480231.00000	1282.00000	36.34831	23.15623	17.91110	-1.79939
254480250.00000	1283.00000	36.33591	23.13886	17.91627	-1.79787
254480268.00000	1284.00000	36.33342	23.13886	17.91414	-1.69561
254480296.00000	1285.00000	36.30861	23.08924	17.92145	-1.70171
254480324.00000	1286.00000	36.28876	23.05451	17.89709	-1.92759
254480342.00000	1287.00000	36.27140	23.03714	17.89465	-1.91386
254480360.00000	1288.00000	36.23418	23.00736	17.91110	-1.91386
254480379.00000	1289.00000	36.21929	22.97759	17.90501	-2.00238
254480398.00000	1290.00000	36.21929	22.98255	17.91201	-2.08021
254480417.00000	1291.00000	36.19944	22.96270	17.91749	-2.07869
254480444.00000	1292.00000	36.19200	22.94037	17.88978	-2.13363
254480473.00000	1293.00000	36.16719	22.90316	17.91414	-2.10158
254480493.00000	1294.00000	36.14486	22.86594	17.91323	-2.10311
254480512.00000	1295.00000	36.11261	22.81880	17.91049	-2.07411
254480531.00000	1296.00000	36.09276	22.79151	17.88735	-2.15805
254480550.00000	1297.00000	36.07539	22.78655	17.86177	-2.16110
254480568.00000	1298.00000	36.05306	22.73444	17.85415	-2.24352
254480586.00000	1299.00000	36.03073	22.70219	17.86268	-2.24352
254480614.00000	1300.00000	36.00840	22.66993	17.89039	-2.21452
254480643.00000	1301.00000	35.97366	22.63768	17.86877	-2.20231
254480671.00000	1302.00000	35.94141	22.59798	17.86420	-2.17026
254480689.00000	1303.00000	35.92156	22.57565	17.85811	-2.17178
254480707.00000	1304.00000	35.90419	22.53843	17.85355	-2.17026
254480725.00000	1305.00000	35.83720	22.44167	17.84563	-2.15347
254480744.00000	1306.00000	35.71811	22.28536	17.82919	-2.15957
254480763.00000	1307.00000	35.56428	22.06950	17.81914	-2.21910
254480792.00000	1308.00000	35.13257	21.51373	17.80817	-2.21910
254480821.00000	1309.00000	34.53214	20.73715	17.76433	-2.24352
254480839.00000	1310.00000	34.16245	20.50640	17.72169	-1.89096
254480857.00000	1311.00000	33.97140	20.02010	17.68059	-1.89096
254480875.00000	1312.00000	33.52480	19.45937	17.62638	-1.28048
254480894.00000	1313.00000	33.11294	18.93338	17.58588	-1.08971
254480913.00000	1314.00000	32.81521	18.59594	17.54721	-1.08818
254480942.00000	1315.00000	32.65641	18.43467	17.49758	-1.23164
254480970.00000	1316.00000	32.64401	18.42971	17.50336	-0.99814
254480988.00000	1317.00000	32.63905	18.43715	17.51037	-0.99661
254481007.00000	1318.00000	32.63160	18.40986	17.51158	-0.89435
254481025.00000	1319.00000	32.62416	18.39001	17.51554	-0.98440
254481044.00000	1320.00000	32.60927	18.36272	17.51524	-0.98745
254481063.00000	1321.00000	32.57454	18.34535	17.52772	-1.01645
254481092.00000	1322.00000	32.52988	18.27588	17.57340	-1.01798
254481120.00000	1323.00000	32.48522	18.26596	17.57492	-1.09429
254481138.00000	1324.00000	32.46785	18.20641	17.58375	-1.21333
254481156.00000	1325.00000	32.43560	18.16175	17.56914	-1.21180
254481174.00000	1326.00000	32.42071	18.14190	17.57797	-1.29269
254481193.00000	1327.00000	32.41823	18.14190	17.58710	-1.40258
254481222.00000	1328.00000	32.39342	18.10220	17.53808	-1.40258
254481250.00000	1329.00000	32.33387	18.06995	17.54204	-1.41784
254481268.00000	1330.00000	32.30410	18.02777	17.53686	-1.41784
254481286.00000	1331.00000	32.25199	17.95334	17.53473	-1.42089
254481304.00000	1332.00000	32.19989	17.88138	17.54325	-1.58420
254481322.00000	1333.00000	32.14779	17.81191	17.53838	-1.57199
254481350.00000	1334.00000	32.04854	17.75485	17.53686	-1.74140
254481378.00000	1335.00000	32.01877	17.66553	17.58375	-1.83602
254481397.00000	1336.00000	31.97411	17.62335	17.58954	-1.83755
254481417.00000	1337.00000	31.93193	17.58117	17.58101	-1.83602
254481434.00000	1338.00000	31.91456	17.55388	17.57431	-1.75055
254481452.00000	1339.00000	31.89967	17.53155	17.58771	-1.76124
254481480.00000	1340.00000	31.86990	17.51666	17.58010	-1.69714
254481509.00000	1341.00000	31.83517	17.47200	17.53534	-1.65593
254481527.00000	1342.00000	31.82028	17.45959	17.53869	-1.62693
254481546.00000	1343.00000	31.77810	17.39509	17.53716	-1.62540
254481566.00000	1344.00000	31.71607	17.31569	17.53594	-1.64982
254481584.00000	1345.00000	31.67886	17.25614	17.53138	-1.64982
254481601.00000	1346.00000	31.63171	17.20900	17.58375	-1.72919
254481629.00000	1347.00000	31.55480	17.14946	17.52163	-1.76582
254481658.00000	1348.00000	31.48781	17.04029	17.57888	-1.75818
254481686.00000	1349.00000	31.38608	16.90631	17.50549	-1.76734
254481704.00000	1350.00000	31.30917	16.82691	17.50184	-1.77497
254481722.00000	1351.00000	31.21489	16.70782	17.49331	-1.76429
254481740.00000	1352.00000	31.11564	16.63835	17.55026	-1.73834
254481758.00000	1353.00000	31.06602	16.53414	17.54752	-1.73682
254481777.00000	1354.00000	30.93948	16.37039	17.54386	-1.68950
254481806.00000	1355.00000	30.71370	16.10491	17.45434	-1.61319
254481834.00000	1356.00000	30.45319	15.81462	17.49819	-1.49262
254481852.00000	1357.00000	30.26710	15.62109	17.48418	-1.50636
254481870.00000	1358.00000	30.06117	15.46974	17.40501	-1.39037
254481888.00000	1359.00000	29.97929	15.26877	17.39191	-1.39190
254481906.00000	1360.00000	29.82546	15.08765	17.36968	-1.32322
254481934.00000	1361.00000	29.64682	14.89412	17.43485	-1.28201
254481962.00000	1362.00000	29.51036	14.72293	17.35294	-1.28201
254481982.00000	1363.00000	29.45330	14.67082	17.42358	-1.25454
254482005.00000	1364.00000	29.41360	14.62368	17.35385	-1.30795
254482023.00000	1365.00000	29.39127	14.59887	17.35233	-1.31101
254482041.00000	1366.00000	29.39375	14.58398	17.44003	-1.30338
254482060.00000	1367.00000	29.38631	14.58895	17.43272	-1.30032
254482079.00000	1368.00000	29.37390	14.57654	17.44429	-1.30490
254482097.00000	1369.00000	29.38134	14.57406	17.45769	-1.27896
254482126.00000	1370.00000	29.37638	14.56910	17.37486	-1.26217
254482154.00000	1371.00000	29.36646	14.56414	17.46439	-1.24691
254482172.00000	1372.00000	29.36894	14.55917	17.47200	-1.20570
254482189.00000	1373.00000	29.35901	14.55669	17.38552	-1.20723
254482207.00000	1374.00000	29.34661	14.53684	17.38034	-1.20265
254482235.00000	1375.00000	29.32180	14.52196	17.47839	-1.25454
254482263.00000	1376.00000	29.28706	14.49466	17.39983	-1.25606
254482283.00000	1377.00000	29.25729	14.45497	17.39922	-1.31711
254482301.00000	1378.00000	29.22752	14.41527	17.49301	-1.39953
254482319.00000	1379.00000	29.20022	14.40534	17.48631	-1.39495
254482336.00000	1380.00000	29.17293	14.35820	17.48144	-1.47431
254482354.00000	1381.00000	29.14812	14.33339	17.48601	-1.47584
254482382.00000	1382.00000	29.09850	14.26888	17.48601	-1.56130
254482410.00000	1383.00000	29.03399	14.22670	17.40074	-1.61472
254482438.00000	1384.00000	29.00173	14.16220	17.48205	-1.67119
254482456.00000	1385.00000	28.97692	14.13738	17.48814	-1.67119
254482473.00000	1386.00000	28.94963	14.11754	17.48844	-1.74903
254482490.00000	1387.00000	28.89753	14.07536	17.38856	-1.76429
254482508.00000	1388.00000	28.89008	14.03070	17.38521	-1.76124
254482536.00000	1389.00000	28.84791	13.98852	17.47992	-1.78413
254482564.00000	1390.00000	28.83054	13.97115	17.37669	-1.81313
254482593.00000	1391.00000	28.80076	13.94634	17.48540	-1.81007
254482611.00000	1392.00000	28.76603	13.90664	17.38460	-1.74750
254482629.00000	1393.00000	28.72881	13.90168	17.38126	-1.73834
254482649.00000	1394.00000	28.70648	13.83221	17.37486	-1.73376
254482667.00000	1395.00000	28.66182	13.79499	17.37182	-1.82534
254482685.00000	1396.00000	28.63453	13.74537	17.37364	-1.82228
254482713.00000	1397.00000	28.57002	13.69078	17.48327	-1.87265
254482743.00000	1398.00000	28.50303	13.62627	17.35903	-1.89249
254482761.00000	1399.00000	28.46581	13.56921	17.47139	-1.88791
254482779.00000	1400.00000	28.40130	13.54688	17.46530	-1.85739
254482800.00000	1401.00000	28.33680	13.46748	17.47017	-1.87418
254482818.00000	1402.00000	28.30454	13.39305	17.47139	-1.87418
254482835.00000	1403.00000	28.23755	13.33350	17.46043	-1.90165
254482863.00000	1404.00000	28.12590	13.19456	17.34350	-1.90623
254482892.00000	1405.00000	27.98696	13.05066	17.44642	-1.90012
254482920.00000	1406.00000	27.84554	12.96134	17.43546	-1.79176
254482938.00000	1407.00000	27.80584	12.87450	17.43637	-1.70935
254482956.00000	1408.00000	27.70411	12.73804	17.42267	-1.70782
254482973.00000	1409.00000	27.57261	12.58917	17.41962	-1.61167
254482991.00000	1410.00000	27.45104	12.44278	17.28594	-1.61930
254483020.00000	1411.00000	27.22526	12.31128	17.39557	-1.50636
254483049.00000	1412.00000	27.05406	12.02099	17.25093	-1.42700
254483067.00000	1413.00000	26.86798	11.85228	17.23844	-1.31864
254483085.00000	1414.00000	26.70422	11.66620	17.21439	-1.32322
254483103.00000	1415.00000	26.54791	11.51237	17.20555	-1.27133
254483121.00000	1416.00000	26.41393	11.36598	17.33558	-1.26369
254483149.00000	1417.00000	26.26259	11.21959	17.18881	-1.20417
254483177.00000	1418.00000	26.04425	10.98637	17.31274	-1.18128
254483195.00000	1419.00000	25.90034	10.85487	17.30208	-1.21486
254483214.00000	1420.00000	25.75396	10.71593	17.29264	-1.21333
254483233.00000	1421.00000	25.61998	10.56458	17.27711	-1.22401
254483251.00000	1422.00000	25.49592	10.43060	17.14374	-1.23470
254483269.00000	1423.00000	25.38427	10.38098	17.13978	-1.25454
254483296.00000	1424.00000	25.27758	10.23459	17.26707	-1.26369
254483325.00000	1425.00000	25.16097	10.10309	17.12334	-1.25454
254483354.00000	1426.00000	25.05925	10.00385	17.26098	-1.24538
254483372.00000	1427.00000	25.02699	9.98896	17.26098	-1.23470
254483389.00000	1428.00000	24.99474	9.95423	17.11542	-1.23317
254483406.00000	1429.00000	24.97737	9.91949	17.11968	-1.23164
254483424.00000	1430.00000	24.93023	9.89220	17.11603	-1.23470
254483453.00000	1431.00000	24.84835	9.79047	17.27072	-1.22554
254483482.00000	1432.00000	24.75407	9.69867	17.27224	-1.29880
254483500.00000	1433.00000	24.68708	9.66890	17.26737	-1.38732
254483518.00000	1434.00000	24.65482	9.60191	17.26463	-1.38579
254483535.00000	1435.00000	24.60520	9.54732	17.26402	-1.43310
254483553.00000	1436.00000	24.57295	9.52003	17.26250	-1.43463
254483582.00000	1437.00000	24.51836	9.45056	17.26615	-1.47736
254483610.00000	1438.00000	24.43897	9.43319	17.11664	-1.45447
254483638.00000	1439.00000	24.40671	9.34635	17.27133	-1.43463
254483656.00000	1440.00000	24.31987	9.30914	17.27316	-1.43463
254483674.00000	1441.00000	24.23303	9.19253	17.26615	-1.44684
254483693.00000	1442.00000	24.15612	9.09576	17.26280	-1.48957
254483712.00000	1443.00000	24.07921	9.01637	17.26158	-1.49720
254483731.00000	1444.00000	23.98492	8.92953	17.08832	-1.49720
254483750.00000	1445.00000	23.85094	8.85013	17.08467	-1.49568
254483778.00000	1446.00000	23.70208	8.65909	17.23601	-1.43616
254483806.00000	1447.00000	23.47629	8.43330	17.05878	-1.43005
254483824.00000	1448.00000	23.30758	8.23978	17.03960	-1.35985
254483843.00000	1449.00000	23.14383	8.08595	17.02985	-1.35985
254483862.00000	1450.00000	23.00240	7.94204	17.02224	-1.35679
254483881.00000	1451.00000	22.85105	7.82543	17.19003	-1.26827
254483900.00000	1452.00000	22.73692	7.74355	17.18393	-1.16754
254483928.00000	1453.00000	22.63272	7.58724	16.98996	-1.10650
254483956.00000	1454.00000	22.49129	7.46567	17.16536	-1.10650
254483974.00000	1455.00000	22.40942	7.38627	17.16231	-1.10497
254483993.00000	1456.00000	22.33002	7.31184	17.17145	-1.10497
254484012.00000	1457.00000	22.25559	7.27214	17.16962	-1.10802
254484031.00000	1458.00000	22.19108	7.20019	16.98235	-1.15381
254484050.00000	1459.00000	22.11416	7.16049	16.98052	-1.15381
254484078.00000	1460.00000	22.01988	7.01907	17.15988	-1.15839
254484106.00000	1461.00000	21.85861	6.87517	16.96256	-1.20875
254484124.00000	1462.00000	21.78666	6.79081	16.95982	-1.27590
254484143.00000	1463.00000	21.68245	6.72630	16.95708	-1.27590
254484162.00000	1464.00000	21.56832	6.63450	16.95373	-1.26980
254484182.00000	1465.00000	21.45171	6.50300	17.14100	-1.25912
254484200.00000	1466.00000	21.33013	6.48067	17.13856	-1.25912
254484218.00000	1467.00000	21.27307	6.34917	17.13948	-1.25759
254484246.00000	1468.00000	21.07706	6.17549	16.92571	-1.27896
254484275.00000	1469.00000	20.86864	5.98941	17.10994	-1.25149
254484303.00000	1470.00000	20.68008	5.78844	16.89557	-1.23164
254484321.00000	1471.00000	20.55106	5.69416	17.09867	-1.22859
254484339.00000	1472.00000	20.41212	5.61724	17.09441	-1.19959
254484357.00000	1473.00000	20.36250	5.52048	17.09045	-1.20112
254484376.00000	1474.00000	20.27070	5.46837	17.08954	-1.19807
254484395.00000	1475.00000	20.19130	5.39394	17.09015	-1.18586
254484424.00000	1476.00000	20.08958	5.32943	16.88430	-1.14007
254484452.00000	1477.00000	20.00522	5.22522	17.07644	-1.13855
254484470.00000	1478.00000	19.95559	5.19297	16.86907	-1.13702
254484488.00000	1479.00000	19.93575	5.15575	16.86877	-1.13855
254484506.00000	1480.00000	19.88612	5.12102	16.87182	-1.15839
254484523.00000	1481.00000	19.79432	5.05155	16.87273	-1.16449
254484551.00000	1482.00000	19.68267	4.94982	16.86268	-1.16297
254484579.00000	1483.00000	19.53629	4.85802	17.08497	-1.22859
254484608.00000	1484.00000	19.43208	4.74141	16.86968	-1.26980
254484626.00000	1485.00000	19.30306	4.62231	16.84228	-1.26675
254484645.00000	1486.00000	19.15668	4.46104	16.83832	-1.26827
254484665.00000	1487.00000	18.98300	4.31714	16.83284	-1.26064
254484683.00000	1488.00000	18.80932	4.18316	16.81761	-1.26217
254484700.00000	1489.00000	18.61083	4.08887	17.03381	-1.26217
254484717.00000	1490.00000	18.52895	3.94249	17.03625	-1.26064
254484745.00000	1491.00000	18.25355	3.70678	16.79508	-1.17670
254484773.00000	1492.00000	17.96822	3.47604	16.99575	-1.07750
254484801.00000	1493.00000	17.68290	3.26515	16.99392	-1.05461
254484819.00000	1494.00000	17.48937	3.19319	16.99149	-1.05461
254484837.00000	1495.00000	17.38516	3.03192	16.98326	-1.07139
254484855.00000	1496.00000	17.19412	2.86072	16.97626	-1.07139
254484873.00000	1497.00000	17.00307	2.70441	16.95129	-1.10192
254484891.00000	1498.00000	16.85668	2.57291	16.71865	-1.10039
254484919.00000	1499.00000	16.64331	2.49104	16.93789	-1.13855
254484947.00000	1500.00000	16.55399	2.34713	16.70830	-1.11107
254484976.00000	1501.00000	16.40512	2.22804	16.93911	-1.08513
254484995.00000	1502.00000	16.31580	2.16849	16.93668	-1.09429
254485015.00000	1503.00000	16.21656	2.11887	16.94551	-1.09734
254485033.00000	1504.00000	16.13220	2.02459	16.94185	-1.12023
254485051.00000	1505.00000	16.03792	1.94519	16.69124	-1.12023
254485069.00000	1506.00000	15.97341	1.93527	16.69124	-1.16297
254485087.00000	1507.00000	15.92379	1.85339	16.68668	-1.15991
254485115.00000	1508.00000	15.80965	1.78144	16.93759	-1.18891
254485143.00000	1509.00000	15.69552	1.68964	16.68820	-1.19959
254485171.00000	1510.00000	15.56154	1.57054	16.67845	-1.19959
254485189.00000	1511.00000	15.46974	1.54077	16.68089	-1.19654
254485206.00000	1512.00000	15.44493	1.49115	16.67571	-1.21791
254485223.00000	1513.00000	15.36802	1.44649	16.68119	-1.19196
254485240.00000	1514.00000	15.27622	1.40183	16.92815	-1.19196
254485268.00000	1515.00000	15.22411	1.33236	16.66962	-1.17975
254485296.00000	1516.00000	15.11742	1.27777	16.93454	-1.18128
254485325.00000	1517.00000	15.04051	1.23311	16.67480	-1.17823
254485343.00000	1518.00000	14.99337	1.17357	16.67784	-1.17975
254485362.00000	1519.00000	14.96359	1.13387	16.67845	-1.18128
254485382.00000	1520.00000	14.91149	1.09169	16.94185	-1.19502
254485400.00000	1521.00000	14.85691	1.06936	16.94277	-1.17823
254485418.00000	1522.00000	14.81721	1.03214	16.93576	-1.17365
254485435.00000	1523.00000	14.76511	0.98252	16.93211	-1.20875
254485463.00000	1524.00000	14.63609	0.89816	16.66749	-1.23317
254485492.00000	1525.00000	14.47978	0.79396	16.93028	-1.23317
254485520.00000	1526.00000	14.29121	0.70464	16.93302	-1.26675
254485538.00000	1527.00000	14.23167	0.60539	16.92693	-1.27896
254485556.00000	1528.00000	14.06047	0.49374	16.92145	-1.28048
254485574.00000	1529.00000	13.89175	0.35976	16.91475	-1.27896
254485593.00000	1530.00000	13.69575	0.19353	16.90166	-1.23928
254485612.00000	1531.00000	13.49726	0.04714	16.88917	-1.23012
254485641.00000	1532.00000	13.12509	-0.21338	16.88186	-1.17518
254485669.00000	1533.00000	12.73059	-0.36472	16.58558	-1.11107
254485687.00000	1534.00000	12.61398	-0.53592	16.58375	-1.11107
254485705.00000	1535.00000	12.35594	-0.71208	16.56518	-1.01950
254485723.00000	1536.00000	12.12024	-0.88576	16.54477	-0.97524
254485741.00000	1537.00000	11.88950	-1.04703	16.82888	-0.98287
254485769.00000	1538.00000	11.55951	-1.16860	16.52376	-0.97524
254485797.00000	1539.00000	11.36598	-1.39687	16.80208	-1.01798
254485816.00000	1540.00000	11.15260	-1.49611	16.79051	-1.01950
254485834.00000	1541.00000	10.92186	-1.66483	16.77894	-1.04392
254485852.00000	1542.00000	10.71345	-1.81369	16.77772	-1.03782
254485870.00000	1543.00000	10.51000	-1.85091	16.48540	-1.07445
254485897.00000	1544.00000	10.28918	-2.07917	16.76037	-1.07292
254485926.00000	1545.00000	9.99889	-2.28262	16.45586	-1.05308
254485944.00000	1546.00000	9.79792	-2.39179	16.45403	-1.05003
254485963.00000	1547.00000	9.55973	-2.53322	16.44642	-1.03324
254485983.00000	1548.00000	9.32402	-2.71682	16.42876	-1.03629
254486005.00000	1549.00000	9.09328	-2.84336	16.42175	-1.03934
254486023.00000	1550.00000	8.89727	-2.94756	16.41901	-1.03782
254486041.00000	1551.00000	8.68142	-3.05177	16.71195	-1.04392
254486069.00000	1552.00000	8.45812	-3.16094	16.41018	-1.00119
254486097.00000	1553.00000	8.29932	-3.26515	16.70403	-1.02561
254486116.00000	1554.00000	8.16286	-3.36439	16.70038	-1.02561
254486134.00000	1555.00000	8.05121	-3.43386	16.70312	-1.05003
254486152.00000	1556.00000	7.96686	-3.49093	16.69703	-1.04392
254486169.00000	1557.00000	7.87257	-3.51822	16.39191	-1.05918
254486187.00000	1558.00000	7.84528	-3.55295	16.40135	-1.06224
254486216.00000	1559.00000	7.73363	-3.61994	16.71134	-1.08666
254486243.00000	1560.00000	7.62446	-3.68693	16.40105	-1.08055
254486271.00000	1561.00000	7.53762	-3.69686	16.39557	-1.11718
254486290.00000	1562.00000	7.50041	-3.72911	16.40592	-1.11871
254486309.00000	1563.00000	7.46071	-3.72663	16.42328	-1.16754
254486328.00000	1564.00000	7.42597	-3.79114	16.41658	-1.17212
254486347.00000	1565.00000	7.34410	-3.84821	16.41871	-1.17060
254486366.00000	1566.00000	7.24981	-3.90031	16.41353	-1.20723
254486384.00000	1567.00000	7.13568	-3.94249	16.41719	-1.20723
254486413.00000	1568.00000	6.89998	-4.10624	16.72565	-1.28659
254486443.00000	1569.00000	6.51540	-4.30969	16.39861	-1.32474
254486462.00000	1570.00000	6.26481	-4.44864	16.37456	-1.33390
254486482.00000	1571.00000	6.00926	-4.53299	16.68485	-1.30643
254486500.00000	1572.00000	5.79588	-4.62728	16.69216	-1.21028
254486518.00000	1573.00000	5.73137	-4.69675	16.69063	-1.20875
254486535.00000	1574.00000	5.57506	-4.75381	16.68485	-1.03171
254486563.00000	1575.00000	5.43364	-4.83569	16.35568	-0.98440
254486592.00000	1576.00000	5.27733	-4.93493	16.68302	-0.98135
254486621.00000	1577.00000	5.12598	-5.01185	16.68728	-1.00729
254486639.00000	1578.00000	5.05651	-5.01433	16.68881	-1.05003
254486656.00000	1579.00000	4.98456	-5.07388	16.69155	-1.05003
254486673.00000	1580.00000	4.92005	-5.11109	16.69368	-1.08666
254486691.00000	1581.00000	4.83073	-5.14831	16.36633	-1.08055
254486719.00000	1582.00000	4.62728	-5.21778	16.68759	-1.10955
254486748.00000	1583.00000	4.45608	-5.32447	16.34136	-1.12176
254486776.00000	1584.00000	4.11120	-5.52544	16.67328	-1.17212
254486794.00000	1585.00000	3.80107	-5.62965	16.67602	-1.15381
254486812.00000	1586.00000	3.49093	-5.79092	16.66201	-1.14923
254486832.00000	1587.00000	3.22049	-5.93234	16.32188	-1.08055
254486850.00000	1588.00000	2.96741	-5.96708	16.30817	-1.08055
254486868.00000	1589.00000	2.83095	-6.09858	16.28716	-1.01798
254486895.00000	1590.00000	2.40916	-6.25241	16.63400	-0.99966
254486924.00000	1591.00000	1.98985	-6.43849	16.28290	-0.99966
254486942.00000	1592.00000	1.69460	-6.57247	16.26981	-1.00729
254486961.00000	1593.00000	1.43408	-6.69901	16.62090	-1.00729
254486980.00000	1594.00000	1.21326	-6.70397	16.60354	-0.98898
254486999.00000	1595.00000	1.01726	-6.83299	16.59837	-0.95082
254487017.00000	1596.00000	0.91801	-6.91238	16.60111	-0.95082
254487045.00000	1597.00000	0.71456	-6.99178	16.24819	-0.94014
254487073.00000	1598.00000	0.48630	-7.06621	16.60385	-0.96609
254487091.00000	1599.00000	0.34487	-7.13816	16.25153	-0.95845
254487109.00000	1600.00000	0.19849	-7.12080	16.25793	-1.03324
254487128.00000	1601.00000	0.10917	-7.21756	16.24788	-1.09429
254487148.00000	1602.00000	-0.08436	-7.32177	16.23235	-1.09123
254487166.00000	1603.00000	-0.33743	-7.42349	16.23753	-1.09276
254487184.00000	1604.00000	-0.64757	-7.52770	16.23387	-1.09276
254487212.00000	1605.00000	-1.17853	-7.75100	16.56000	-1.07445
254487241.00000	1606.00000	-1.68468	-7.93460	16.55574	-1.00119
254487269.00000	1607.00000	-2.10895	-8.02640	16.19490	-0.90962
254487287.00000	1608.00000	-2.21563	-8.10084	16.19733	-0.91114
254487305.00000	1609.00000	-2.40916	-8.18519	16.18393	-0.89283
254487322.00000	1610.00000	-2.54562	-8.23730	16.18789	-0.90046
254487339.00000	1611.00000	-2.62502	-8.22737	16.53594	-0.92488
254487368.00000	1612.00000	-2.69201	-8.25466	16.17723	-0.97677
254487396.00000	1613.00000	-2.77388	-8.30925	16.54812	-1.02103
254487424.00000	1614.00000	-2.86817	-8.33406	16.18789	-1.05003
254487442.00000	1615.00000	-2.89794	-8.33406	16.56152	-1.05918
254487460.00000	1616.00000	-2.94012	-8.35639	16.56396	-1.05461
254487479.00000	1617.00000	-2.93764	-8.36383	16.56579	-1.10344
254487497.00000	1618.00000	-2.94756	-8.34398	16.57675	-1.13244
254487517.00000	1619.00000	-2.98478	-8.33902	16.56761	-1.13549
254487544.00000	1620.00000	-3.00959	-8.34895	16.20495	-1.14007
254487572.00000	1621.00000	-3.04433	-8.39857	16.20799	-1.15228
254487590.00000	1622.00000	-3.11876	-8.41346	16.20921	-1.15381
254487608.00000	1623.00000	-3.13365	-8.42338	16.20495	-1.19502
254487627.00000	1624.00000	-3.17583	-8.42090	16.21104	-1.24385
254487646.00000	1625.00000	-3.23785	-8.40601	16.22078	-1.24691
254487666.00000	1626.00000	-3.29740	-8.47052	16.20799	-1.28048
254487694.00000	1627.00000	-3.42890	-8.50526	16.57188	-1.28659
254487722.00000	1628.00000	-3.56784	-8.53007	16.56457	-1.28506
254487740.00000	1629.00000	-3.70430	-8.58713	16.56731	-1.30490
254487758.00000	1630.00000	-3.76385	-8.62187	16.56700	-1.30490
254487777.00000	1631.00000	-3.94001	-8.65909	16.57248	-1.28659
254487796.00000	1632.00000	-4.09136	-8.73352	16.58101	-1.25149
254487816.00000	1633.00000	-4.25759	-8.78066	16.57431	-1.25454
254487848.00000	1634.00000	-4.50818	-8.86254	16.19246	-1.19502
254487876.00000	1635.00000	-4.73396	-8.92208	16.55787	-1.14618
254487894.00000	1636.00000	-4.88283	-8.98411	16.55513	-1.10497
254487913.00000	1637.00000	-5.01681	-9.02629	16.54934	-1.09734
254487934.00000	1638.00000	-5.11854	-9.03125	16.55269	-1.06071
254487951.00000	1639.00000	-5.26492	-9.07095	16.17571	-1.06071
254487969.00000	1640.00000	-5.29221	-9.09824	16.16780	-1.02408
254487996.00000	1641.00000	-5.51303	-9.16275	16.54691	-0.97677
254488044.00000	1642.00000	-5.85791	-9.26200	16.17114	-0.97219
254488062.00000	1643.00000	-6.00429	-9.28681	16.55543	-0.97677
254488080.00000	1644.00000	-6.20278	-9.33891	16.54021	-1.02255
254488100.00000	1645.00000	-6.29458	-9.38605	16.54691	-1.02713
254488117.00000	1646.00000	-6.47819	-9.41086	16.54538	-1.02561
254488134.00000	1647.00000	-6.69156	-9.47289	16.53503	-1.01798
254488162.00000	1648.00000	-6.94712	-9.54981	16.52772	-1.01798
254488190.00000	1649.00000	-7.14313	-9.60439	16.14435	-0.99203
254488218.00000	1650.00000	-7.23989	-9.63913	16.53259	-0.99203
254488236.00000	1651.00000	-7.32425	-9.67386	16.53199	-0.97524
254488254.00000	1652.00000	-7.40612	-9.70612	16.53442	-0.97677
254488272.00000	1653.00000	-7.47808	-9.67882	16.15622	-0.97982
254488289.00000	1654.00000	-7.54010	-9.73837	16.14892	-0.97982
254488307.00000	1655.00000	-7.62198	-9.77559	16.14983	-1.03324
254488335.00000	1656.00000	-7.75596	-9.81528	16.53199	-1.08208
254488363.00000	1657.00000	-7.85769	-9.83513	16.14496	-1.08055
254488391.00000	1658.00000	-7.95197	-9.85498	16.15866	-1.08055
254488410.00000	1659.00000	-8.00903	-9.86491	16.15744	-1.07750
254488429.00000	1660.00000	-8.00903	-9.85002	16.15957	-1.09581
254488449.00000	1661.00000	-8.09835	-9.88476	16.15896	-1.09734
254488467.00000	1662.00000	-8.14053	-9.91453	16.15836	-1.12786
254488485.00000	1663.00000	-8.16534	-9.92197	16.15470	-1.12634
254488503.00000	1664.00000	-8.18767	-9.91701	16.15561	-1.15381
254488531.00000	1665.00000	-8.23730	-9.91701	16.17145	-1.14770
254488560.00000	1666.00000	-8.29684	-9.93190	16.55696	-1.15381
254488588.00000	1667.00000	-8.29188	-9.96167	16.16962	-1.16449
